request_id,time,date,hour,minute,url,domain,path,query,status_code,status_type,method,mime_type,wait_ms
21,2025-11-25T14:43:26.157Z,2025-11-25,14,43,https://dem.shopee.com/dem/entrance/v1/apps/pc-platform/tags/web-performance/event/json,dem.shopee.com,/dem/entrance/v1/apps/pc-platform/tags/web-performance/event/json,,204,2xx,OPTIONS,x-unknown,35.35299997922033
22,2025-11-25T14:43:32.788Z,2025-11-25,14,43,https://ubt.tracking.shopee.vn/v4/event_batch,ubt.tracking.shopee.vn,/v4/event_batch,,200,2xx,POST,image/gif,50.787999994695184
23,2025-11-25T14:43:32.791Z,2025-11-25,14,43,https://ubt.tracking.shopee.vn/v4/event_batch,ubt.tracking.shopee.vn,/v4/event_batch,,204,2xx,OPTIONS,x-unknown,50.39100001949072
24,2025-11-25T14:43:52.787Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/shopee-ui.8321d60c84cc1e5bbbb0.js,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/shopee-ui.8321d60c84cc1e5bbbb0.js,,200,2xx,GET,text/javascript,2.7150000232532623
25,2025-11-25T14:43:52.789Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/6449.b3b8696424b2ff4685be.css,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/6449.b3b8696424b2ff4685be.css,,200,2xx,GET,text/css,9.665000023610888
26,2025-11-25T14:43:52.790Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/shopee-ui.aef3400b93fdb5dbf6e8.js,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/shopee-ui.aef3400b93fdb5dbf6e8.js,,200,2xx,GET,text/javascript,1.0440000472739337
27,2025-11-25T14:43:52.791Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/chatlist-ui.3100e385f1eeb7f82c67.js,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/chatlist-ui.3100e385f1eeb7f82c67.js,,200,2xx,GET,text/javascript,0.7379999905973671
28,2025-11-25T14:43:52.792Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/459.0794afb598e49faf8b03.css,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/459.0794afb598e49faf8b03.css,,200,2xx,GET,text/css,9.82300005263835
29,2025-11-25T14:43:52.793Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/shopee-ui.dafbedc0f87d9e69d617.js,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/shopee-ui.dafbedc0f87d9e69d617.js,,200,2xx,GET,text/javascript,0.5449999773278833
30,2025-11-25T14:43:52.793Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/311.2f16752028d5070bceef.css,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/311.2f16752028d5070bceef.css,,200,2xx,GET,text/css,9.582999961964788
31,2025-11-25T14:43:52.794Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/shopee-ui.d83f46c7e8699f799ee9.js,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/shopee-ui.d83f46c7e8699f799ee9.js,,200,2xx,GET,text/javascript,2.1219999838471413
32,2025-11-25T14:43:52.795Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/4488.ccb2c711b96b3cd67037.css,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/4488.ccb2c711b96b3cd67037.css,,200,2xx,GET,text/css,12.849000010952352
33,2025-11-25T14:43:52.796Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/shopee-ui.809258c7df9128ea5412.js,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/shopee-ui.809258c7df9128ea5412.js,,200,2xx,GET,text/javascript,0.5290000122636558
34,2025-11-25T14:43:52.796Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/877.4221f0451ab412483114.css,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/877.4221f0451ab412483114.css,,200,2xx,GET,text/css,9.757000001199543
35,2025-11-25T14:43:52.797Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/shopee-ui.76a5f672801d1879716b.js,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/shopee-ui.76a5f672801d1879716b.js,,200,2xx,GET,text/javascript,0.4950000352561474
36,2025-11-25T14:43:52.798Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/2696.cd03f80a8a3cda643f65.js,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/2696.cd03f80a8a3cda643f65.js,,200,2xx,GET,text/javascript,0.4409999719038605
37,2025-11-25T14:43:52.799Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/6903.8644ff2cc9d15031ef71.js,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/6903.8644ff2cc9d15031ef71.js,,200,2xx,GET,text/javascript,0.558000039100647
38,2025-11-25T14:43:52.799Z,2025-11-25,14,43,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/chat-conversations.ade1563f29a38e8114d8.css,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/chat-conversations.ade1563f29a38e8114d8.css,,200,2xx,GET,text/css,12.726000002138314
39,2025-11-25T14:43:55.929Z,2025-11-25,14,43,https://shopee.vn/api/v4/notification/get_activities?limit=5,shopee.vn,/api/v4/notification/get_activities,limit=5,200,2xx,GET,application/json,53.344000010639434
40,2025-11-25T14:43:55.929Z,2025-11-25,14,43,https://shopee.vn/api/v4/notification/get_notifications?limit=5,shopee.vn,/api/v4/notification/get_notifications,limit=5,200,2xx,GET,application/json,90.68299999206512
41,2025-11-25T14:44:53.796Z,2025-11-25,14,44,https://banhang.shopee.vn/webchat/api/v1.2/mini/user/sync?last_timestamp_nano=9223372036854775807&biz_id=0&_uid=0-890410291&_v=8.8.9&SPC_CDS_CHAT=72b9fba4-07c6-4ac4-ad11-984cc667ba20&x-shop-region=VN&_api_source=pcmall,banhang.shopee.vn,/webchat/api/v1.2/mini/user/sync,last_timestamp_nano=9223372036854775807&biz_id=0&_uid=0-890410291&_v=8.8.9&SPC_CDS_CHAT=72b9fba4-07c6-4ac4-ad11-984cc667ba20&x-shop-region=VN&_api_source=pcmall,200,2xx,POST,application/json,47.11499998027831
42,2025-11-25T14:44:53.799Z,2025-11-25,14,44,https://banhang.shopee.vn/webchat/api/v1.2/mini/user/sync?last_timestamp_nano=9223372036854775807&biz_id=0&_uid=0-890410291&_v=8.8.9&SPC_CDS_CHAT=72b9fba4-07c6-4ac4-ad11-984cc667ba20&x-shop-region=VN&_api_source=pcmall,banhang.shopee.vn,/webchat/api/v1.2/mini/user/sync,last_timestamp_nano=9223372036854775807&biz_id=0&_uid=0-890410291&_v=8.8.9&SPC_CDS_CHAT=72b9fba4-07c6-4ac4-ad11-984cc667ba20&x-shop-region=VN&_api_source=pcmall,200,2xx,OPTIONS,text/plain,47.14399999681115
43,2025-11-25T14:44:56.908Z,2025-11-25,14,44,https://shopee.vn/api/v4/notification/get_activities?limit=5,shopee.vn,/api/v4/notification/get_activities,limit=5,200,2xx,GET,application/json,57.25799998685717
44,2025-11-25T14:44:56.909Z,2025-11-25,14,44,https://shopee.vn/api/v4/notification/get_notifications?limit=5,shopee.vn,/api/v4/notification/get_notifications,limit=5,200,2xx,GET,application/json,98.51500001697242
45,2025-11-25T14:45:56.916Z,2025-11-25,14,45,https://shopee.vn/api/v4/notification/get_activities?limit=5,shopee.vn,/api/v4/notification/get_activities,limit=5,200,2xx,GET,application/json,74.84700001651049
46,2025-11-25T14:45:56.916Z,2025-11-25,14,45,https://shopee.vn/api/v4/notification/get_notifications?limit=5,shopee.vn,/api/v4/notification/get_notifications,limit=5,200,2xx,GET,application/json,91.32100000065566
47,2025-11-25T14:46:54.790Z,2025-11-25,14,46,https://banhang.shopee.vn/webchat/api/v1.2/mini/user/sync?last_timestamp_nano=9223372036854775807&biz_id=0&_uid=0-890410291&_v=8.8.9&SPC_CDS_CHAT=72b9fba4-07c6-4ac4-ad11-984cc667ba20&x-shop-region=VN&_api_source=pcmall,banhang.shopee.vn,/webchat/api/v1.2/mini/user/sync,last_timestamp_nano=9223372036854775807&biz_id=0&_uid=0-890410291&_v=8.8.9&SPC_CDS_CHAT=72b9fba4-07c6-4ac4-ad11-984cc667ba20&x-shop-region=VN&_api_source=pcmall,200,2xx,POST,application/json,50.548000014737255
48,2025-11-25T14:46:54.791Z,2025-11-25,14,46,https://banhang.shopee.vn/webchat/api/v1.2/mini/user/sync?last_timestamp_nano=9223372036854775807&biz_id=0&_uid=0-890410291&_v=8.8.9&SPC_CDS_CHAT=72b9fba4-07c6-4ac4-ad11-984cc667ba20&x-shop-region=VN&_api_source=pcmall,banhang.shopee.vn,/webchat/api/v1.2/mini/user/sync,last_timestamp_nano=9223372036854775807&biz_id=0&_uid=0-890410291&_v=8.8.9&SPC_CDS_CHAT=72b9fba4-07c6-4ac4-ad11-984cc667ba20&x-shop-region=VN&_api_source=pcmall,200,2xx,OPTIONS,text/plain,36.81699994311482
49,2025-11-25T14:46:56.920Z,2025-11-25,14,46,https://shopee.vn/api/v4/notification/get_activities?limit=5,shopee.vn,/api/v4/notification/get_activities,limit=5,200,2xx,GET,application/json,52.56499994578958
50,2025-11-25T14:46:56.921Z,2025-11-25,14,46,https://shopee.vn/api/v4/notification/get_notifications?limit=5,shopee.vn,/api/v4/notification/get_notifications,limit=5,200,2xx,GET,application/json,81.43500000590831
51,2025-11-25T14:46:59.253Z,2025-11-25,14,46,https://down-vn.img.susercontent.com/file/sg-11134258-821fd-mhbld1ce5xqj31@resize_w1594_nl.webp,down-vn.img.susercontent.com,/file/sg-11134258-821fd-mhbld1ce5xqj31@resize_w1594_nl.webp,,200,2xx,GET,image/webp,19.808000053331256
52,2025-11-25T14:46:59.253Z,2025-11-25,14,46,https://down-vn.img.susercontent.com/file/sg-11134258-821f9-mhblizq5zvnte0@resize_w1594_nl.webp,down-vn.img.susercontent.com,/file/sg-11134258-821f9-mhblizq5zvnte0@resize_w1594_nl.webp,,200,2xx,GET,image/webp,8.473000048242511
53,2025-11-25T14:47:00.271Z,2025-11-25,14,47,https://shopee.vn/__t__,shopee.vn,/__t__,,200,2xx,POST,image/gif,44.99899995014817
54,2025-11-25T14:47:02.013Z,2025-11-25,14,47,https://shopee.vn/__t__,shopee.vn,/__t__,,200,2xx,POST,image/gif,46.28200001978129
55,2025-11-25T14:47:07.784Z,2025-11-25,14,47,https://ubt.tracking.shopee.vn/v4/event_batch,ubt.tracking.shopee.vn,/v4/event_batch,,200,2xx,POST,image/gif,51.156000022239986
56,2025-11-25T14:47:07.785Z,2025-11-25,14,47,https://ubt.tracking.shopee.vn/v4/event_batch,ubt.tracking.shopee.vn,/v4/event_batch,,204,2xx,OPTIONS,x-unknown,51.30099995902927
57,2025-11-25T14:47:21.947Z,2025-11-25,14,47,https://down-vn.img.susercontent.com/file/70c0e8b31dccb810d4caa1e188d4cd8f,down-vn.img.susercontent.com,/file/70c0e8b31dccb810d4caa1e188d4cd8f,,200,2xx,GET,image/jpeg,16.773999976910652
58,2025-11-25T14:47:21.947Z,2025-11-25,14,47,https://down-vn.img.susercontent.com/file/2c9dab61383d096c78823f9f8b5c3f82,down-vn.img.susercontent.com,/file/2c9dab61383d096c78823f9f8b5c3f82,,200,2xx,GET,image/jpeg,16.847000007525086
59,2025-11-25T14:47:21.947Z,2025-11-25,14,47,https://down-vn.img.susercontent.com/file/06d6ca9764fb9b3d036311f66471cc35,down-vn.img.susercontent.com,/file/06d6ca9764fb9b3d036311f66471cc35,,200,2xx,GET,image/jpeg,12.101999950431289
60,2025-11-25T14:47:21.947Z,2025-11-25,14,47,https://down-vn.img.susercontent.com/file/d4e14f20fbcb6e42c2adc631536ca1c9,down-vn.img.susercontent.com,/file/d4e14f20fbcb6e42c2adc631536ca1c9,,200,2xx,GET,image/jpeg,35.974999970175325
61,2025-11-25T14:47:22.583Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/homepagefe/HomeDailyDiscover.41855c2aaedba15a77fe.js,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/homepagefe/HomeDailyDiscover.41855c2aaedba15a77fe.js,,200,2xx,GET,text/javascript,45.21500001800061
62,2025-11-25T14:47:22.734Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/stm-sg-live/52895/asset-VN-live.94d1b605d1c5e189d3de439bbdb99105.json,deo.shopeemobile.com,/shopee/stm-sg-live/52895/asset-VN-live.94d1b605d1c5e189d3de439bbdb99105.json,,200,2xx,GET,application/json,32.63400002245605
63,2025-11-25T14:47:22.833Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/dd/runtime.6d8b2a063a94e72900f4.js,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/dd/runtime.6d8b2a063a94e72900f4.js,,200,2xx,GET,text/javascript,30.6699999563545
64,2025-11-25T14:47:22.833Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/dd/755.dabe3f1998d3abaadcbe.js,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/dd/755.dabe3f1998d3abaadcbe.js,,200,2xx,GET,text/javascript,34.40700004311651
65,2025-11-25T14:47:22.834Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/dd/990.01a80fec93c67802bb29.js,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/dd/990.01a80fec93c67802bb29.js,,200,2xx,GET,text/javascript,37.56999998190254
66,2025-11-25T14:47:22.834Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/dd/pcmall-dd-home-module.716c98a6bb49b210b368.js,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/dd/pcmall-dd-home-module.716c98a6bb49b210b368.js,,200,2xx,GET,text/javascript,50.35399997191876
67,2025-11-25T14:47:22.834Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/dd/990.f39bc76f48c3b98241c4.css,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/dd/990.f39bc76f48c3b98241c4.css,,200,2xx,GET,text/css,30.596000025905667
68,2025-11-25T14:47:22.834Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/dd/pcmall-dd-home-module.d0280a1c4928a444a1c2.css,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/dd/pcmall-dd-home-module.d0280a1c4928a444a1c2.css,,200,2xx,GET,text/css,33.72299996767193
69,2025-11-25T14:47:22.903Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/stm-sg-live/shopee-pcmall-live-sg/vi.col46.1755192888.json,deo.shopeemobile.com,/shopee/stm-sg-live/shopee-pcmall-live-sg/vi.col46.1755192888.json,,200,2xx,GET,application/json,89.33099997446686
70,2025-11-25T14:47:22.904Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/dd/8eeacf6b72d15d6239cd.tr.js,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/dd/8eeacf6b72d15d6239cd.tr.js,,200,2xx,GET,text/javascript,137.94699999260902
71,2025-11-25T14:47:22.904Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/stm-sg-live/shopee-pcmall-live-sg/vi.col35.1764065186.json,deo.shopeemobile.com,/shopee/stm-sg-live/shopee-pcmall-live-sg/vi.col35.1764065186.json,,200,2xx,GET,application/json,77.46999997158349
72,2025-11-25T14:47:22.909Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/stm-sg-live/shopee-pcmall-live-sg/vi.col35.1764065186.json,deo.shopeemobile.com,/shopee/stm-sg-live/shopee-pcmall-live-sg/vi.col35.1764065186.json,,200,2xx,GET,application/json,72.80400005099922
73,2025-11-25T14:47:23.064Z,2025-11-25,14,47,https://shopee.vn/api/v4/homepage/get_daily_discover?bundle=daily_discover_main&item_card=3&limit=60&need_tab=true&offset=0&view_session_id=69d25c14-69b2-4697-b15a-a656ff71da6a,shopee.vn,/api/v4/homepage/get_daily_discover,bundle=daily_discover_main&item_card=3&limit=60&need_tab=true&offset=0&view_session_id=69d25c14-69b2-4697-b15a-a656ff71da6a,200,2xx,GET,application/json,1177.6609999451637
74,2025-11-25T14:47:24.231Z,2025-11-25,14,47,https://secreporter.susercontent.com/csp,secreporter.susercontent.com,/csp,,200,2xx,POST,text/plain,47.418000042155384
75,2025-11-25T14:47:24.231Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/dd/8eeacf6b72d15d6239cd.tr.js,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/dd/8eeacf6b72d15d6239cd.tr.js,,200,2xx,GET,text/javascript,1.0019999597370624
76,2025-11-25T14:47:24.337Z,2025-11-25,14,47,https://shopee.vn/__t__,shopee.vn,/__t__,,200,2xx,POST,image/gif,43.79399997416139
77,2025-11-25T14:47:28.790Z,2025-11-25,14,47,https://ubt.tracking.shopee.vn/v4/event_batch,ubt.tracking.shopee.vn,/v4/event_batch,,200,2xx,POST,image/gif,98.50599995025992
78,2025-11-25T14:47:28.791Z,2025-11-25,14,47,https://ubt.tracking.shopee.vn/v4/event_batch,ubt.tracking.shopee.vn,/v4/event_batch,,204,2xx,OPTIONS,x-unknown,48.51499997929484
79,2025-11-25T14:47:31.817Z,2025-11-25,14,47,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/assets/PageFlashSale.33f70623821cd83e.2023.js,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/assets/PageFlashSale.33f70623821cd83e.2023.js,,200,2xx,GET,text/javascript,32.31599999302626
80,2025-11-25T14:47:31.927Z,2025-11-25,14,47,https://shopee.vn/backend/CMS/footer/9/,shopee.vn,/backend/CMS/footer/9/,,200,2xx,GET,application/json,41.707000055633486
81,2025-11-25T14:47:31.927Z,2025-11-25,14,47,https://shopee.vn/api/v4/pages/is_short_url/?path=flash_sale,shopee.vn,/api/v4/pages/is_short_url/,path=flash_sale,200,2xx,GET,application/json,50.587999975137414
82,2025-11-25T14:47:31.928Z,2025-11-25,14,47,https://shopee.vn/api/v4/cart/mini,shopee.vn,/api/v4/cart/mini,,200,2xx,POST,application/json,114.77900001117588
83,2025-11-25T14:47:31.967Z,2025-11-25,14,47,https://analytics.google.com/g/collect?v=2&tid=G-4GPP1ZXG63&gtm=45je5bi1v9116291019za200zb77691473zd77691473&_p=1764081769564&_gaz=1&gcs=G1--&gcd=13l3l3l3l5l1&npa=0&dma=0&cid=1202946358.1764081758&ecid=1023647455&ul=vi-vn&sr=1512x982&uaa=arm&uab=64&uafvl=Chromium%3B142.0.7444.135%7CGoogle%2520Chrome%3B142.0.7444.135%7CNot_A%2520Brand%3B99.0.0.0&uamb=0&uam=&uap=macOS&uapv=15.6.1&uaw=0&are=1&frm=0&pscdl=noapi&_eu=AEAAAAQ&_s=2&tag_exp=103116026~103200004~104527906~104528500~104684208~104684211~115583767~115938466~115938468~116184927~116184929~116217636~116217638~116474638&uid=bc8c08d770715bc699d71e5bdd475ca0a179d8e693d2ce70803ddd98407397c6&dl=https%3A%2F%2Fshopee.vn%2F%3Fis_from_login%3Dtrue&sid=1764081758&sct=1&seg=1&dr=https%3A%2F%2Fshopee.vn%2Fbuyer%2Flogin%3Ffu_tracking_id%3D96726ce3960-8586-4bc5-87bd-475b95c6b09f%26next%3Dhttps%253A%252F%252Fshopee.vn%252F&dt=Shopee%20Vi%E1%BB%87t%20Nam%20%7C%20Mua%20v%C3%A0%20B%C3%A1n%20Tr%C3%AAn%20%E1%BB%A8ng%20D%E1%BB%A5ng%20Di%20%C4%90%E1%BB%99ng%20Ho%E1%BA%B7c%20Website&_tu=KA&en=scroll&ep.useAmpClientId=true&ep.location=https%3A%2F%2Fshopee.vn%2F%3Fis_from_login%3Dtrue&ep.page=%2F%3Fis_from_login%3Dtrue&ep.content_group=Homepage&ep.ai_overview_text=undefined&epn.percent_scrolled=90&_et=7457&tfd=282634,analytics.google.com,/g/collect,v=2&tid=G-4GPP1ZXG63&gtm=45je5bi1v9116291019za200zb77691473zd77691473&_p=1764081769564&_gaz=1&gcs=G1--&gcd=13l3l3l3l5l1&npa=0&dma=0&cid=1202946358.1764081758&ecid=1023647455&ul=vi-vn&sr=1512x982&uaa=arm&uab=64&uafvl=Chromium%3B142.0.7444.135%7CGoogle%2520Chrome%3B142.0.7444.135%7CNot_A%2520Brand%3B99.0.0.0&uamb=0&uam=&uap=macOS&uapv=15.6.1&uaw=0&are=1&frm=0&pscdl=noapi&_eu=AEAAAAQ&_s=2&tag_exp=103116026~103200004~104527906~104528500~104684208~104684211~115583767~115938466~115938468~116184927~116184929~116217636~116217638~116474638&uid=bc8c08d770715bc699d71e5bdd475ca0a179d8e693d2ce70803ddd98407397c6&dl=https%3A%2F%2Fshopee.vn%2F%3Fis_from_login%3Dtrue&sid=1764081758&sct=1&seg=1&dr=https%3A%2F%2Fshopee.vn%2Fbuyer%2Flogin%3Ffu_tracking_id%3D96726ce3960-8586-4bc5-87bd-475b95c6b09f%26next%3Dhttps%253A%252F%252Fshopee.vn%252F&dt=Shopee%20Vi%E1%BB%87t%20Nam%20%7C%20Mua%20v%C3%A0%20B%C3%A1n%20Tr%C3%AAn%20%E1%BB%A8ng%20D%E1%BB%A5ng%20Di%20%C4%90%E1%BB%99ng%20Ho%E1%BA%B7c%20Website&_tu=KA&en=scroll&ep.useAmpClientId=true&ep.location=https%3A%2F%2Fshopee.vn%2F%3Fis_from_login%3Dtrue&ep.page=%2F%3Fis_from_login%3Dtrue&ep.content_group=Homepage&ep.ai_overview_text=undefined&epn.percent_scrolled=90&_et=7457&tfd=282634,204,2xx,POST,text/plain,70.10000000956654
