request_id,time,date,hour,minute,url,domain,path,query,status_code,status_type,method,mime_type,wait_ms
8576,2025-11-25 19:52:36.667373+00:00,2025-11-25,19,33,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,108.43489914986372
6968,2025-11-25 18:55:26.065693+00:00,2025-11-25,18,36,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,100.21953810611808
7639,2025-11-25 19:26:31.050726+00:00,2025-11-25,19,0,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,98.29523194151689
7740,2025-11-25 19:18:10.722010+00:00,2025-11-25,19,3,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,105.96137166696163
4713,2025-11-25 17:13:25.560859+00:00,2025-11-25,17,16,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,134.57683074405983
9383,2025-11-25 20:24:42.083568+00:00,2025-11-25,20,1,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,80.70030995180258
2453,2025-11-25 15:40:15.122634+00:00,2025-11-25,15,41,https://shopee.vn/flash_sale,shopee.vn,/flash_sale,,200,2xx,GET,text/html; charset=utf-8,238.23341644413236
6148,2025-11-25 18:26:31.113013+00:00,2025-11-25,18,7,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,95.55537198702639
8122,2025-11-25 19:36:17.523013+00:00,2025-11-25,19,17,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,126.49787271069094
12165,2025-11-26 08:56:24.622785+00:00,2025-11-26,8,53,https://shopee.vn/mall,shopee.vn,/mall,,200,2xx,GET,text/html; charset=utf-8,181.50696373957317
8150,2025-11-25 19:33:11.102328+00:00,2025-11-25,19,18,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,97.13200087375843
4433,2025-11-25 17:01:59.166418+00:00,2025-11-25,17,6,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,112.93163638364017
293,2025-11-25 15:11:22.415000+00:00,2025-11-25,14,47,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mf9e5shu4ljd6d_tn,down-vn.img.susercontent.com,/file/vn-11134207-820l4-mf9e5shu4ljd6d_tn,,200,2xx,GET,image/jpeg,15.699682481748958
3711,2025-11-25 16:54:46.116591+00:00,2025-11-25,16,41,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,83.27398590393942
7150,2025-11-25 18:38:18.390429+00:00,2025-11-25,18,42,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,139.90447154658582
1491,2025-11-25 14:29:03.464000+00:00,2025-11-25,14,49,https://www.google.com/gmp/conversion;dc_pre=COfp8I3GjZEDFf1e9Qcd1Gw3qQ;src=9526557;type=eng;cat=vn-w-pg;ord=3374960982315;npa=0;auiddc=1220444240.1764081756;u28=%2Fflash_sale;u29=Shopee%20Vi%E1%BB%87t%20Nam%20%7C%20Mua%20v%C3%A0%20B%C3%A1n%20Tr%C3%AAn%20%E1%BB%A8ng%20D%E1%BB%A5ng%20Di%20%C4%90%E1%BB%99ng%20Ho%E1%BA%B7c%20Website;uaa=arm;uab=64;uafvl=Chromium%3B142.0.7444.135%7CGoogle%2520Chrome%3B142.0.7444.135%7CNot_A%2520Brand%3B99.0.0.0;uamb=0;uam=;uap=macOS;uapv=15.6.1;uaw=0;pscdl=noapi;frm=0;_tu=KFA;gtm=45fe5bi1v9190637462z877691473za200zb77691473zd77691473xea;gcs=G1--;gcd=13l3l3l3l5l1;dma=0;dc_fmt=4;tag_exp=103116026~103200004~104527906~104528501~104684208~104684211~105322302~105446120~115583767~115938466~115938468~116184927~116184929~116217636~116217638~116251935~116251937;epver=2;dc_random=1764082147_uwIrt3_qnbq2iVej1dNMA8qARz2-_iasYQ;~oref=https%3A%2F%2Fshopee.vn%2Fflash_sale?,www.google.com,/gmp/conversion,,200,2xx,GET,image/gif,245.5259105998934
12753,2025-11-26 08:44:07.635467+00:00,2025-11-26,8,53,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,152.43934495285924
6106,2025-11-25 17:48:06.511980+00:00,2025-11-25,18,5,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,113.26451514021655
5781,2025-11-25 18:01:32.693221+00:00,2025-11-25,17,54,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,88.31080556854084
12012,2025-11-26 08:03:53.537548+00:00,2025-11-26,7,40,https://shopee.vn/cart,shopee.vn,/cart,,200,2xx,GET,text/html; charset=utf-8,93.57514973119449
11509,2025-11-25 20:54:03.902024+00:00,2025-11-25,21,16,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,102.75415178195027
5288,2025-11-25 18:03:48.498826+00:00,2025-11-25,17,37,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,128.09303278456096
6075,2025-11-25 18:31:19.070030+00:00,2025-11-25,18,4,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,90.69932789258829
7642,2025-11-25 19:10:58.460981+00:00,2025-11-25,19,0,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,155.6577924092083
8894,2025-11-25 20:06:15.438714+00:00,2025-11-25,19,44,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,117.06609631148943
5368,2025-11-25 17:34:10.334716+00:00,2025-11-25,17,39,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,93.82636684264834
2124,2025-11-25 14:51:45.510000+00:00,2025-11-25,14,49,https://banhang.shopee.vn/webchat/api/v1.2/mini/newbie/uncompleted?chat_types=%5B1%2C4%5D&_uid=0-890410291&_v=8.8.9&SPC_CDS_CHAT=72b9fba4-07c6-4ac4-ad11-984cc667ba20&x-shop-region=VN&_api_source=pcmall,banhang.shopee.vn,/webchat/api/v1.2/mini/newbie/uncompleted,chat_types=%5B1%2C4%5D&_uid=0-890410291&_v=8.8.9&SPC_CDS_CHAT=72b9fba4-07c6-4ac4-ad11-984cc667ba20&x-shop-region=VN&_api_source=pcmall,200,2xx,OPTIONS,text/plain,36.878069038524515
10637,2025-11-25 21:00:17.924170+00:00,2025-11-25,20,45,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,98.18149497134831
1243,2025-11-25 14:46:39.590000+00:00,2025-11-25,14,49,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/shopee-ui.dafbedc0f87d9e69d617.js,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/shopee-ui.dafbedc0f87d9e69d617.js,,200,2xx,GET,text/javascript,1.0
8196,2025-11-25 19:28:55.023915+00:00,2025-11-25,19,20,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,125.94670550138501
7304,2025-11-25 18:37:22.118817+00:00,2025-11-25,18,48,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,116.70178131221604
11124,2025-11-25 21:00:45.408003+00:00,2025-11-25,21,3,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,132.1247632094041
10996,2025-11-25 20:46:22.773489+00:00,2025-11-25,20,58,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,121.6741428119265
11993,2025-11-26 07:20:35.340692+00:00,2025-11-26,7,40,https://shopee.vn/flash_sale,shopee.vn,/flash_sale,,200,2xx,GET,text/html; charset=utf-8,122.46565897629284
1967,2025-11-25 14:40:48.591000+00:00,2025-11-25,14,49,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/shopmicrofe/12113cb33443d3e62dd8.tr.js,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/shopmicrofe/12113cb33443d3e62dd8.tr.js,,200,2xx,GET,text/javascript,1.0
1741,2025-11-25 15:14:43.946000+00:00,2025-11-25,14,49,https://down-vn.img.susercontent.com/file/35352374f39bdd03b25e7b83542b2cb0,down-vn.img.susercontent.com,/file/35352374f39bdd03b25e7b83542b2cb0,,200,2xx,GET,image/png,1.0
1353,2025-11-25 15:07:58.533000+00:00,2025-11-25,14,49,https://deo.shopeemobile.com/shopee/stm-sg-live/shopee-pcmall-live-sg/vi.col106.1755192902.json,deo.shopeemobile.com,/shopee/stm-sg-live/shopee-pcmall-live-sg/vi.col106.1755192902.json,,200,2xx,GET,application/json,1.0
11142,2025-11-25 20:45:12.664771+00:00,2025-11-25,21,3,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,101.77418815570495
753,2025-11-25 15:06:26.993000+00:00,2025-11-25,14,48,https://deo.shopeemobile.com/shopee/modules-federation/live/0/react-redux/7.2.9.js,deo.shopeemobile.com,/shopee/modules-federation/live/0/react-redux/7.2.9.js,,200,2xx,GET,text/javascript,1.0
12100,2025-11-26 07:53:19.864952+00:00,2025-11-26,7,42,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,99.73326345025193
3313,2025-11-25 15:41:50.275988+00:00,2025-11-25,15,52,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,211.2514971222838
12164,2025-11-26 09:14:43.622763+00:00,2025-11-26,8,53,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,97.90840463572226
12487,2025-11-26 08:42:30.629998+00:00,2025-11-26,8,53,https://shopee.vn/mall,shopee.vn,/mall,,200,2xx,GET,text/html; charset=utf-8,202.7850652496609
2535,2025-11-25 15:50:21.987507+00:00,2025-11-25,15,42,https://shopee.vn/collections,shopee.vn,/collections,,200,2xx,GET,text/html; charset=utf-8,239.94890504641288
11515,2025-11-25 20:51:55.634604+00:00,2025-11-25,21,16,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,118.1973174827483
12359,2025-11-26 08:56:13.627115+00:00,2025-11-26,8,53,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,187.3077569116624
3873,2025-11-25 16:28:03.343084+00:00,2025-11-25,16,47,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,112.23150218000907
10169,2025-11-25 20:27:05.788263+00:00,2025-11-25,20,29,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,91.52441936435415
4811,2025-11-25 17:00:21.499142+00:00,2025-11-25,17,20,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,105.02893098897252
2468,2025-11-25 16:05:34.597263+00:00,2025-11-25,15,41,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,209.2545574862327
1162,2025-11-25 15:11:16.218000+00:00,2025-11-25,14,49,https://static.hotjar.com/c/hotjar-868286.js?sv=7,static.hotjar.com,/c/hotjar-868286.js,sv=7,200,2xx,GET,application/javascript,1.0
4624,2025-11-25 17:09:30.718601+00:00,2025-11-25,17,13,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,112.14618031271429
6521,2025-11-25 18:05:53.322481+00:00,2025-11-25,18,20,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,139.3384675000766
3927,2025-11-25 16:29:33.133012+00:00,2025-11-25,16,49,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,80.66038278980838
4343,2025-11-25 17:23:22.046292+00:00,2025-11-25,17,3,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,94.86448991243286
5861,2025-11-25 17:58:08.467300+00:00,2025-11-25,17,57,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,84.71692010358261
5407,2025-11-25 17:50:16.634789+00:00,2025-11-25,17,41,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,120.97942285735294
1751,2025-11-25 14:55:02.495000+00:00,2025-11-25,14,49,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/base.b6a51faaafe538913c3f.js,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/base.b6a51faaafe538913c3f.js,,200,2xx,GET,text/javascript,1.0
8626,2025-11-25 19:19:56.094112+00:00,2025-11-25,19,35,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,99.22397298766343
1837,2025-11-25 14:21:52.650000+00:00,2025-11-25,14,49,https://secreporter.susercontent.com/csp,secreporter.susercontent.com,/csp,,200,2xx,POST,text/plain,102.20000902045345
9800,2025-11-25 20:28:37.025083+00:00,2025-11-25,20,16,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,101.60936003425384
9631,2025-11-25 19:56:02.116709+00:00,2025-11-25,20,10,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,106.05868345566132
6146,2025-11-25 17:50:31.902910+00:00,2025-11-25,18,7,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,86.82026103683789
12612,2025-11-26 08:24:41.632557+00:00,2025-11-26,8,53,https://shopee.vn/mall,shopee.vn,/mall,,200,2xx,GET,text/html; charset=utf-8,233.29580534848486
12759,2025-11-26 08:46:48.635586+00:00,2025-11-26,8,53,https://shopee.vn/flash_sale,shopee.vn,/flash_sale,,200,2xx,GET,text/html; charset=utf-8,210.05434776534486
10098,2025-11-25 20:37:42.331799+00:00,2025-11-25,20,26,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,88.25782698551544
522,2025-11-25 14:26:38.222000+00:00,2025-11-25,14,48,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/assets/2027.83183c75bc0edda4.2023.css,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/assets/2027.83183c75bc0edda4.2023.css,,200,2xx,GET,text/css,1.0
10912,2025-11-25 20:38:52.523337+00:00,2025-11-25,20,55,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,126.86067703634808
4297,2025-11-25 16:58:57.174882+00:00,2025-11-25,17,2,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,97.01193953703658
7967,2025-11-25 19:07:58.605400+00:00,2025-11-25,19,11,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,118.03342279094572
8125,2025-11-25 19:03:27.893577+00:00,2025-11-25,19,17,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,130.69948584941932
9962,2025-11-25 20:09:33.035108+00:00,2025-11-25,20,22,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,103.88504145456754
3653,2025-11-25 17:05:40.042357+00:00,2025-11-25,16,39,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,108.50355762862517
4981,2025-11-25 17:52:01.158520+00:00,2025-11-25,17,26,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,105.24863257256851
5537,2025-11-25 17:58:18.962903+00:00,2025-11-25,17,45,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,80.7981401778105
8854,2025-11-25 20:10:26.050025+00:00,2025-11-25,19,43,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,108.65025648052296
1015,2025-11-25 14:57:19.700000+00:00,2025-11-25,14,49,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/assets/bundle.650684cbe1873bb1.2023.css,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/assets/bundle.650684cbe1873bb1.2023.css,,200,2xx,GET,text/css,1.0
2631,2025-11-25 15:30:13.448794+00:00,2025-11-25,15,43,https://shopee.vn/search?keyword=laptop,shopee.vn,/search,keyword=laptop,200,2xx,GET,text/html; charset=utf-8,274.2951282001204
6265,2025-11-25 18:40:50.907739+00:00,2025-11-25,18,11,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,116.3498601434135
1464,2025-11-25 14:56:24.899000+00:00,2025-11-25,14,49,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/flashsale/5112f196d53068a0c14b.png,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/flashsale/5112f196d53068a0c14b.png,,200,2xx,GET,image/png,1.0
11857,2025-11-26 07:32:03.463330+00:00,2025-11-26,7,38,https://shopee.vn/helpcenter,shopee.vn,/helpcenter,,200,2xx,GET,text/html; charset=utf-8,95.27082783081107
9914,2025-11-25 20:01:54.953982+00:00,2025-11-25,20,20,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,107.95799183933798
10420,2025-11-25 20:09:35.549014+00:00,2025-11-25,20,38,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,109.82663914465732
9296,2025-11-25 19:35:48.378005+00:00,2025-11-25,19,58,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,94.54192363730884
4501,2025-11-25 17:16:01.504890+00:00,2025-11-25,17,9,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,122.78456712814335
12860,2025-11-26 08:44:28.637972+00:00,2025-11-26,8,53,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,161.39583108702377
4140,2025-11-25 16:26:49.276077+00:00,2025-11-25,16,56,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,95.2795731673826
6095,2025-11-25 18:03:56.285890+00:00,2025-11-25,18,5,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,113.10423697494457
3341,2025-11-25 16:31:17.206914+00:00,2025-11-25,16,13,http://connectivitycheck.gstatic.com/generate_204,connectivitycheck.gstatic.com,/generate_204,,204,2xx,GET,x-unknown,1.0
10456,2025-11-25 20:45:03.901277+00:00,2025-11-25,20,39,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,97.21571594331864
5068,2025-11-25 17:53:28.750424+00:00,2025-11-25,17,29,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,101.88934660524124
11612,2025-11-25 20:58:15.702640+00:00,2025-11-25,21,20,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,124.84292741659782
1525,2025-11-25 14:44:22.782000+00:00,2025-11-25,14,49,https://deo.shopeemobile.com/shopee/shopee-seller-live-vn/chateasy/x3.04b2ec5c.7a08719d17d9fe994c45.js,deo.shopeemobile.com,/shopee/shopee-seller-live-vn/chateasy/x3.04b2ec5c.7a08719d17d9fe994c45.js,,200,2xx,GET,text/javascript,1.0
11141,2025-11-25 21:14:01.540686+00:00,2025-11-25,21,3,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,158.24855785145104
10563,2025-11-25 21:10:00.982254+00:00,2025-11-25,20,43,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,98.0878123585767
7487,2025-11-25 18:49:55.826759+00:00,2025-11-25,18,54,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,132.4581796130846
2649,2025-11-25 15:37:49.091666+00:00,2025-11-25,15,44,https://shopee.vn/search?keyword=laptop,shopee.vn,/search,keyword=laptop,200,2xx,GET,text/html; charset=utf-8,306.5305043154127
4066,2025-11-25 16:27:44.296058+00:00,2025-11-25,16,53,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,233.56847024396558
8893,2025-11-25 20:01:07.334401+00:00,2025-11-25,19,44,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,110.65528768070503
4648,2025-11-25 17:27:47.648090+00:00,2025-11-25,17,14,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,117.74758520743221
9234,2025-11-25 20:01:51.550980+00:00,2025-11-25,19,56,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,90.09577246071602
11289,2025-11-25 20:53:58.639649+00:00,2025-11-25,21,8,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,129.52748172827722
9912,2025-11-25 20:43:31.712552+00:00,2025-11-25,20,20,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,76.71848318327181
5418,2025-11-25 17:32:11.852707+00:00,2025-11-25,17,41,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,110.575727421891
2218,2025-11-25 14:31:55.414000+00:00,2025-11-25,14,49,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/shopmicrofe/111f1a81b5e1d47fae28.tr.js,deo.shopeemobile.com,/shopee/shopee-pcmall-live-sg/shopmicrofe/111f1a81b5e1d47fae28.tr.js,,200,2xx,GET,text/javascript,1.0
4554,2025-11-25 17:37:01.123138+00:00,2025-11-25,17,11,https://shopee.vn/search?keyword=giay,shopee.vn,/search,keyword=giay,200,2xx,GET,text/html; charset=utf-8,95.56829635799559
254,2025-11-25 15:07:47.490000+00:00,2025-11-25,14,47,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mfdqesaitkpb3f_tn,down-vn.img.susercontent.com,/file/vn-11134207-820l4-mfdqesaitkpb3f_tn,,200,2xx,GET,image/jpeg,8.445361720089085
6041,2025-11-25 18:06:57.363225+00:00,2025-11-25,18,3,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,141.03075911693534
5671,2025-11-25 18:10:41.768957+00:00,2025-11-25,17,50,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,109.22033772186727
5053,2025-11-25 17:51:38.026216+00:00,2025-11-25,17,28,https://shopee.vn/search?keyword=iphone,shopee.vn,/search,keyword=iphone,200,2xx,GET,text/html; charset=utf-8,92.22270508633056
7308,2025-11-25 18:34:49.631359+00:00,2025-11-25,18,48,https://shopee.vn/,shopee.vn,/,,200,2xx,GET,text/html; charset=utf-8,104.02435388782723
3039,2025-11-25 15:37:23.500283+00:00,2025-11-25,15,49,https://shopee.vn/collections,shopee.vn,/collections,,200,2xx,GET,text/html; charset=utf-8,224.75837235978685
4635,2025-11-25 17:07:18.046228+00:00,2025-11-25,17,14,https://shopee.vn/this-page-should-not-exist-404,shopee.vn,/this-page-should-not-exist-404,,200,2xx,GET,text/html; charset=utf-8,126.30123671416679
250,2025-11-25 14:43:23.311000+00:00,2025-11-25,14,47,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mcrnx8j05qct9e_tn,down-vn.img.susercontent.com,/file/vn-11134207-7ras8-mcrnx8j05qct9e_tn,,200,2xx,GET,image/jpeg,25.886782691520054
